"vac_title","fulltext","Seniority"
"Grafiker / Mediengestalter m/w/d (Gestalter/in - Grafikdesign)","Grafiker / Mediengestalter m/w/d (Gestalter/in - Grafikdesign) directhire Stellenangebotsbeschreibung: Im Auftrag unserer Mandanten suchen wir zur Direkteinstellung je einen Grafiker / Mediengestalter (m/w/d) in Vollzeit. Ihr Profil: Sie haben eine abgeschlossene Ausbildung im Bereich Grafikdesign, Mediengestaltung oder vergleichbar. Mit Bildbearbeitung, typischen Adobe-Programmen und MS Office gehen Sie routiniert um. Idealerweise bringen Sie HTML-, CSS- und CAD-Kenntnisse mit. Ihre Aufgaben: Sie gestalten eigenverantwortlich Werbe- und Kommunikationsmittel (Printmedien, Internet) von der Kreation bis zur Druckvorstufe / Publikation. Es handelt sich um Broschüren, Plakate, (Stellen-)Anzeigen etc.. Sie begleiten den gesamten Entstehungsprozess vom Angebot bis zur Fertigstellung. Was Sie erwarten können: Einen interessanten Aufgabenbereich mit viel Platz für Ihre Kreativität, attraktive Vergütung mit vielen Sozialleistungen sowie einen abwechslungsreichen Alltag. Bitte schicken Sie uns Ihre vollständigen Bewerbungsunterlagen. Wir rufen Sie dann zurück. Ein persönliches Gespräch ist uns manchmal viel mehr wert als ein perfekter Lebenslauf. Wir freuen uns auf Sie! Unsere Vermittlung erfolgt selbstverständlich absolut kostenfrei für Sie. Bitte bewerben Sie sich bevorzugt per E-Mail. Die per Post zugesandten Bewerbungen können nicht zurückgeschickt werden. Daher dürfen Sie diese gern ohne eine Bewerbungsmappe senden, um Ihre Kosten zu sparen. Wir bitten Sie um Verständnis dafür, dass persönliche Vorstellungsgespräche in unserem Büro ausschließlich nach einer vorherigen Vereinbarung durchgeführt werden können. Ergänzende Informationen: Anforderungen an den Bewerber: Grundkenntnisse: Kalkulation, Webdesign Erweiterte Kenntnisse: Farbdesign, Farbgestaltung, Bildbearbeitung, digital, Mediendesign, Werbekommunikation, Konzeption (Werbung, Marketing, PR), Grafik-Design (Gebrauchsgrafik), Medientechnik fulltime GewĂźnschte Bewerbungsarten: per E-Mail, schriftlich Geforderte Anlagen: Anschreiben, Lebenslauf, Zeugnisse Stellenangebot-Details in der JobbĂśrse der BA aufrufen: 10000-1165678857-S 10000-1165678857-S","Senior"
"Produktmanager Antibiotika / Hormone (m/w)","Produktmanager Antibiotika / Hormone (m/w) Arbeitgeber-Info R-Biopharm AG Deutschland Jobdetails Beruf: Mitarbeiter Industrie Tätigkeitsbereich: Pharmazeutische Industrie Position: Produkt- / Projektmanagement Eintrittsdatum: ab sofort Vertragsart: Festanstellung Vollzeit Standort: 64283 Darmstadt (Deutschland) Externe Stellenanzeige öffnen Kontakt über Link in externer Stellenbeschreibung (Deutschland)","Medior"
"Rechtsanwalt (m/w/d) für den Bereich TMC - Technology, Media & Communications in Hamburg","09. August 2018 Rechtsanwalt (m/w/d) für den Bereich TMC - Technology, Media & Communications in Hamburg Arbeitgeber: Rechtsanwaltskanzlei Position: Rechtsanwalt Rechtsgebiet: IT-/Telekommunikationsrecht Vertragsart: Festanstellung Länder: Deutschland Bundesländer/Regionen: Hamburg Inseratsnummer: 055A27050 Kanzleiporträt Ansprechpartner Herr Dr. Torsten Sill CMS Hasche Sigle Stadthausbrücke 1-3 20355 Hamburg Telefon: +49 40 37630 323 Kanzleiporträt Detailbeschreibung: Wir suchen für unser Büro in Hamburg einen Rechtsanwalt (m/w/d) für den Geschäftsbereich TMC - Technology, Media & Communications. Die Digitalisierung bringt laufend neue technologische Inhalte und Geschäftsmodelle sowie nationale und internationale Rahmenbedingungen hervor, deren Beherrschung profundes Beraterwissen auf aktuellstem Stand erfordert. Unser Team der auf Digital Business, Informationstechnologie, Datenschutz und New Media spezialisierten Anwälte wird u.a. von JUVE seit Jahren als führende Praxis in diesem Bereich bewertet. Zur Verstärkung dieses Teams suchen wir Sie! Schwerpunkte Ihrer Tätigkeit liegen in der Betreuung von Technologie-Unternehmen und deren Kunden in den Bereichen: + Gestaltung und Verhandlung von technologiebezogenen Verträgen, u. a.: -BPO- und IT-Outsourcing-Verträge, IT-Projekt-Verträge -Cloud- und Softwareverträge jeder Art + datenschutzrechtliche Beratung + IT-Litigation Was sollten Sie mitbringen? Mit zwei hervorragenden juristischen Staatsexamina, fundierten Englischkenntnissen und eventuell LL.M. oder Promotion stehen Ihnen alle Möglichkeiten offen. IT-rechtliche und technologische Vorkenntnisse erwarten wir nicht. CMS Deutschland bietet das Umfeld, das Ihr Talent verdient: exzellente Mandate, internationale Projekte, kollegiales Miteinander, hervorragende Ausbildung und individuelle Förderung Ihrer Karriere. Wir sollten uns kennenlernen. KONTAKTDATEN Herr Dr. Torsten Sill Rechtsanwalt CMS Hasche Sigle Stadthausbrücke 1-3 20355 Hamburg E: karriere-hamburg@cms-hs.com T: +49 40 37630 323 ----------------------------- BITTE BEZIEHEN SIE SICH IN IHRER BEWERBUNG AUF LEGALCAREERS","Medior"
"Servicefahrer (m/w)","Servicefahrer (m/w) Overath FULL_TIME TOI TOI & DIXI Sanitärsysteme GmbH 2018-10-23 WIR SUCHEN DICH: SERVICEFAHRER (m/w) AB SOFORT FÜR UNSEREN STANDORT: OVERATH DU WILLST einen sicheren Job und sicheren Lohn! geregelte Arbeitszeiten und Feierabend zu Hause! für deine gute Arbeit belohnt werden!","Medior"
"^^ MFA für Augenarztpraxis gesucht m/w (Medizinische/r Fachangestellte/r)","^^ MFA für Augenarztpraxis gesucht m/w (Medizinische/r Fachangestellte/r) directhire Stellenangebotsbeschreibung: Die Jobdistrict GmbH ist eine erfolgreich Zertifizierte Personal Vermittlungsagentur. Wir sind keine Zeitarbeitsfirma .Wir sind deutschlandweit tätig und vermitteln sie direkt ins Unternehmen rein. Ihre Bewerbung wird Ihrem aktuellen Arbeitgeber gegenüber vertraulich behandelt! Für unsere Bewerber ist der Service kostenlos! Wir suchen für die direkte Vermittlung an unsere Auftraggeber mehrere MFA m/w für verschiedene Augenarztpraxen und Kliniken in Hamburg Vollzeit und Teilzeit möglich Ihre Aufgaben: - Anmeldung und Terminvergabe - Anameseerhebung, Voruntersuchung, Blutabnahme - Schreibarbeiten - Abrechnung - Vorbereitung Untersuchungsräume - Bestellungen - Durchführung augenärztlicher Untersuchungen (Autorefaktor, non contact Tonometrie, Aniographien etc. - Assistenz OP Ihr Profil: - Abgeschlossene Ausbildung als MFA - Berufserfahrung - Kenntnisse in der ifa Praxis-Software und SAP wünschenswert - sicherer Umgang mit MS-Office Es handelt sich um eine direkte Vermittlung (Festanstellung) -> keine Zeitarbeit! Jobdistrict hat sich seit dem Jahre 2003 als eine der namhaftesten, zertifizierten Arbeitsvermittlungsagenturen im Großraum Hamburg und im norddt. Raum entwickelt. Unsere Kernkompetenz liegt in der individuellen Beratung und Vermittlung von Arbeitssuchenden sowie in der gezielten und qualitativen Personalvorauswahl für Arbeitgeber. Sind Sie neugierig geworden? Dann bewerben Sie sich noch heute, mit Ihren vollständigen Bewerbungsunterlagen per E-Mail an:*** astrid.wulfgramm@jobdistrict.de oder per Post an: Astrid Wulfgramm jobdistrict GmbH Reimerstwiete 11 20457 Hamburg Ich freue mich auf Ihre Bewerbung! Bitte haben Sie dafür Verständnis, dass wir Ihre Bewerbungsmappe nur zurücksenden können, wenn Sie uns einen ausreichend frankierten Rückumschlag beilegen. *** Mit dem Einsenden Ihrer Bewerbungsunterlagen erklären Sie sich einverstanden, dass Ihre Daten im Rahmen unserer Vermittlungstätigkeit elektronisch verarbeitet und gespeichert werden. Eine ausführliche Datenschutzerklärung finden Sie unter: https://www.jobdistrict.de/impressum","Medior"
"Produktionshelfer (m/w) im Raum Nürtingen","Mit über 45 Jahren Branchenerfahrung sind wir ein dauerhafter und sicherer Arbeitsgeber in der Region Wir suchen ab sofort (m/w) Produktionshelfer (m/w) im Raum Nürtingen Ihre Aufgaben * Mithilfe bei der Neumontage von Schwimmbädern * Mithilfe bei Reparaturarbeiten an Schwimmbädern * Mithilfe bei Auskleidung von Schwimmbädern mit Folie __________________________________________________ Ihr Profil * Erfahrung in Handwerk oder Montage * Gepflegte Erscheinung * Gute Deutschkenntnisse * Führerschein von Vorteil __________________________________________________ Das bieten wir Ihnen * 45 Jahre Branchenerfahrung * pünktliche und leistungsgerechte Bezahlung * unbefristeter Arbeitsvertrag * persönliche Betreuung vor Ort * regionale Jobs bei unseren Stammkunden * gute Rieger Service Konditionen * hohe Übernahme Chancen __________________________________________________ Ihre Vorteile bei uns * Einen Arbeitsplatz bei einem renommierten mittelständischen Unternehmen, mit übertariflicher Entlohnung nach dem BAP Tarifvertrag mit Urlaubs- und Weihnachtsgeld. Stellendetails Beruf Produktionshelfer (m/w) Offene Stellen 1 Arbeitsort Nürtingen Arbeitszeit Vollzeit Vergütung E 1 + Spesen Kontakt Jetzt online bewerben Jetzt anrufen RIEGER SERVICE Zeitarbeit - Personalvermittlung 72622 Nürtingen Bahnhofstr. 3 Tel.: 07022/ 93 23 00 info@rieger-service.de","Medior"
"CNC-Dreher (m/w)","CNC-Dreher (m/w) Neidenstein FULL_TIME ASM Zerspanungstechnik GmbH 2018-08-31 Ihre Aufgabenschwerpunkte sind: Einrichtung und Programmierung von CNC-Maschinen Rüsten von CNC-Maschinen Bedienen von CNC-Maschinen Sie passen zu uns, wenn sie folgende Voraussetzungen mitbringen: eine abgeschlossene Ausbildung im Metallbereich, idealerweise als Gute CNC-Kenntnisse Bereitschaft zur Schichtarbeit Eigenverantwortliches Arbeiten CNC-Zerspanungsmechaniker/in Wir bieten Ihnen: Eine moderne Betriebsstruktur mit den vielfältigen Möglichkeiten zur fachlichen und persönlichen Weiterentwicklung, flache Hierarchien und eine anspruchsvolle Tätigkeit in einem jungen und dynamischen Team. Sie fühlen sich angesprochen? Dann senden Sie uns Ihre aussagefähigen Bewerbungsunterlagen vorzugsweise per Email an folgende Adresse: ASM Zerspanungstechnik GmbH Silvio Alduk Industriestraße 4 74933 Neidenstein Telefon: 072 63 / 408 20 70 E-Mail: info@myasm.de Ausbildung: Abgeschlossene Berufsausbildung / Lehrabschluss Berufserfahrung: mit Berufserfahrung","Senior"
"Immobilienkaufmann / Immobilienmakler (m/w/d) Schwerpunkt Wohnimmobilien","Jobbörse Stellenangebote Stellenangebote Büro & Organisation Vertrieb Stellenangebote Sachbearbeitung, Kundenberatung, Kundenbetreuung Zurück Immobilienkaufmann / Immobilienmakler (m/w/d) Schwerpunkt Wohnimmobilien eigenwert GmbH merken gemerkt Verstoß melden teilen * E-Mail * Facebook kalaydo.de-Code: a6f3d6bd Anzeige vom: 20.10.2018 Per E-Mail bewerbenBewerben Referenznummer: 2527840-sde Wichtig: Unbedingt Referenznummer angeben. Sie vereinfachen damit die Bearbeitung Ihrer Bewerbung.","Medior"
"Küchenhilfe für Tagescafé in Berlin Wilmersdorf gesucht","Jetzt bewerben! Küchenhilfe für Tagescafé in Berlin Wilmersdorf gesucht Berlin | Bundesland Berlin | Gastronomie Stellenangebote | Gaststättenmitarbeiter | Teilzeitjob | Nebenjob/Wochenendjob | Werkstudentenstelle | Realschule | Fachabitur | Abitur | Hochschule/Universität | Andere Für unser Café suchen wir ab sofort eine Küchenhilfe (m/w) auf 450€-Basis. Zu deinen zukünftigen Aufgaben gehören: Anrichten von Speisen, Zubereitung von Salaten, belegten Broten und anderen Komponenten. Sortieren, Spülen und Verräumen von Geschirr, Besteck, Gläsern sowie aller Küchenutensilien (Töpfe etc.). Funktion Für unser Café suchen wir ab sofort eine Küchenhilfe (m/w) auf 450€-Basis. * Mithilfe bei der Vorbereitung von Speisen * Sortieren, Spülen und Verräumen von Geschirr, Besteck, Gläsern sowie aller Küchenutensilien (Töpfe etc.) * Warenannahme, Warenkontrolle und Warenpflege * Gewährleistung einer hervorragenden Qualität unter Einhaltung der F&B Standards und HACCP Richtlinien * allgemeine Hilfstätigkeiten in der Küche Was wir bieten * angenehmes Arbeitsumfeld * abwechslungsreiche Tätigkeiten * tolles, junges Team Was wir erwarten * Kein Abschluss erforderlich * Einsatzbereitschaft, Flexibilität und Teamfähigkeit * Berufserfahrung im Bereich Küche * gute Deutschkenntnisse * Bereitschaft zum Wochenenddienst * gepflegtes Erscheinungsbild Bewerben Bist du für diese Stelle geeignet? Dann klicke auf den 'Jetzt bewerben' button und wir kontaktieren dich so bald wie möglich! Mehr Informationen Ausbildungsniveau Realschule, Fachabitur, Abitur, Hochschule/Universität, Andere Standort Berlin Arbeitsstunden pro Woche 6 - 20 Jobart Teilzeitjob, Nebenjob/Wochenendjob, Werkstudentenstelle Gehaltsangabe Zwischen 9,00€ und 10,00€ pro Stunde Verantwortlich für Anrichten und Zubereiten von Speisen Veröffentlicht am 09-07-2018 Tätigkeitsbereich Gastronomie / Catering Führerschein erforderlich? Nein Auto erforderlich? Nein Anschreiben Nein Sprachkenntnisse Deutsch Jetzt bewerben! KERSZBERG'S Café & Genuss Erhalte ähnliche Stellenangebote per E-Mail Bitte gebe hier an in welcher Region du nach vergleichbaren Jobs suchst und empfange neue relevante Stellenangebote per Email Dieses Jobangebot teilen","Junior"
"Mitarbeiter Montage Mikrokomponenten m/w","Jobs per E-Mail InfraTec GmbH Mitarbeiter Montage Mikrokomponenten m/w * Dresden * Feste Anstellung * Vollzeit * Job Code: DE-S-116 Die InfraTec GmbH Infrarotsensorik und Messtechnik ist ein etabliertes Dresdner Unternehmen der industriellen Messtechnik mit rund 200 Mitarbeitern. Spezialisiert auf die Infrarottechnologie werden im Geschäftsbereich InfrarotSensorik optoelektronische Bauelemente (pyroelektrische IR-Detektoren) entwickelt und produziert. Auf über 1.000 m² Reinraumfläche fertigen Mitarbeiter kundenspezifische Komponenten - insbesondere pyroelektrische Infrarotdetektoren. Unsere Kunden sind führende Hersteller von Flammenmeldern, industrieller und medizinischer Gasanalytik und physikalischer Messtechnik. Der weltweite Vertrieb der IR-Detektoren erfolgt vorrangig direkt oder über eigene Vertriebsstrukturen in den USA, UK und China. Wir suchen für die Erweiterung unseres Fertigungsteams versierte Mitarbeiter Montage m/w. Ihre Aufgaben: * Montage von elektronischen, mikro-optischen und mikromechanischen Komponenten * Bedienung von Fertigungsanlagen und -ausrüstung * Durchführung von Prüfschritten an Baugruppen * Führen der Fertigungsdokumentation Anforderungsprofil: * Erfolgreicher Facharbeiterabschluss, vorzugsweise mit technischer Ausrichtung * Kenntnisse zu feinmechanischen und elektronischen Fertigungsprozessen * Erfahrungen im Umgang mit technologischen Unterlagen und technischen Zeichnungen * Handwerkliches Geschick beim manuellen Umgang mit sehr kleinen Komponenten * Geduld, sehr genaue Arbeitsweise und eine ruhige Hand * Gutes räumliches Sehvermögen und körperliche Voraussetzungen für eine sitzende Tätigkeit Ihre Perspektiven: * Technisch und inhaltlich anspruchsvolle und herausfordernde Tätigkeit * Ein anforderungs- und leistungsgerechtes Einkommen Arbeitsort: Dresden Arbeitsbeginn: ab sofort Kontakt Wir freuen uns auf Ihre Bewerbung! Bitte senden Sie Ihre ausführlichen Bewerbungsunterlagen (Lebenslauf, Zeugnisse, Beurteilungen) zusammen mit Ihren Gehaltsvorstellungen und des nächstmöglichen Eintrittstermins vorzugsweise per E-Mail an: jobs@infratec.de oder InfraTec GmbH Infrarotsensorik und Messtechnik Etta Starke, Gostritzer Straße 61-63, 01217 Dresden Karte anzeigen Standort InfraTec GmbH Dresden, Deutschland Jetzt bewerben Merken Sie möchten sich dieses Stellenangebot per Email senden?","Medior"
"Audience Manager Display (m/f)","Audience Manager Display (m/f) Cologne FULL_TIME HRS Group 2018-09-26 We are looking for aColognebasedAudience Manager Display (m/f)who ensures the positioning of all HRS brands with current tools of performance marketing focusing on retargeting and online display campaigns. AtHRS GROUP""We love to make it happen"": We are the world's leading hotel solutions provider and enable business and leisure travelers to search, book and stay in control of their hotel accommodation. It is our goal to make the booking experience simple and smart. Our booking portals combine more than 850,000 accommodations worldwide and form the basis for our innovative end-to-end solutions we are offering to global corporations. The HRS GROUP continues to expand and employs more than 1,500 people in 28 offices across the world. To fuel our international growth we are looking for entrepreneurial minds, who are passionate and result-driven, have a strong team-spirit and will take on the challenge to pioneer the ever changing travel industry. Do you also want to make it happen at HRS? The challenge you are up for * Engage valuable customers and increase the number of unique users of HRS' services through Display and Retargeting campaigns * Work with the performance marketing team to design custom audience targeting solutions and create a well-rounded Display strategy aligned with all other marketing channels to maximize growth potential * Evolve our retargeting performance and effectiveness of online display campaigns out of the strategy * Develop, implement and give access to data- and tech-driven unique audience profiles according to our strategic customer segmentation in the Display channel * Plan, implement and track display and retargeting campaigns in the field of display and mobile, meeting your budget as well as the KPI * Establish a constant exchange with partners in the Display ecosystem, such us Google, Facebook, and technology providers to stay abreast of your area of responsibility The commitment you bring * A degree in business computer science, business administration, mathematics or a comparable qualification * Experience in mobile marketing, display marketing and retargeting * Good knowledge of current online marketing channels * Proven experience in display advertising and specific technologies * Excellent numerical understanding as well as a high affinity to analytical questions * Fluent in German and English, both spoken and written The reward you get * A high impact Marketing role with high degrees of responsibility and autonomy * Plenty of room for personal growth and professional development * A highly talented, passionate and international team that revolutionizes the travel industry * Strong team performance and a transparent results focus towards one shared direction * A modern working environment with flexible working hours and the option to work from home","Medior"
"Verkäuferin auf Minijob Basis Kehl","Verkäuferin auf Minijob Basis Kehl gefunden bei Hunkemöller Deutschland GmbH Kehl, Baden-Württemberg Hunkemöller Deutschland GmbH 237905890 Stellenbeschreibung Hunkemöller ist mit über 800 Filialen in 24 Ländern und ständiger Expansion das führende europäische Dessous-Handelsunternehmen ! Es ist unsere Leidenschaft für Dessous und Mode sowie unsere inspirierende Einstellung, die uns dazu verholfen hat, die begehrte, globale und soziale Marke zu werden, die wir heute sind. Derzeit bieten wir eine Stelle für eine aufgeschlossene und flexible Verkäuferin auf Minijob Basis als Unterstützung in unseren Filialen an! Im Gegensatz zu anderen Retailern sind wir nicht nur auf der Suche nach einer gewöhnlichen Aushilfe, sondern nach einer motivierten Verkäuferin, die unsere Werte lebt: Fun, Passionate, In Touch, Inspiring und natürlich Sexy. Wenn all dies auf Dich zutrifft und Du im Einzelhandel arbeiten möchtest, dann hast Du das Zeug dazu, als Verkäuferin auf Minijob Basis ein Teil von Hunkemöller zu sein! Deine Aufgaben als Verkäuferin: Du berätst unsere Kunden mit Leidenschaft, bietest Ihnen einen hervorragenden Kundenservice und machst so den Besuch bei Hunkemöller zu einem inspirierenden Shopping-Erlebnis Du unterstützt das Team bei allen im Tagesgeschäft anfallenden Tätigkeiten Dein Profil als Verkäuferin: Du hast Spaß am beratungsintensiven Verkauf Mit Deiner offenen, wissbegierigen und freundlichen Art gelingt es Dir Mitmenschen zu begeistern Du arbeitest selbständig und möchtest gemeinsam mit Deinem Team erfolgreich sein Du kannst Dich mit unseren Markenwerten identifizieren und diese tagtäglich leben und verkörpern: Fun, Passionate, In Touch, Inspiring und natürlich Sexy Gepflegtes Auftreten, Zuverlässigkeit und Flexibilität runden Dein Profil ab Wir bieten Dir: Abwechslungsreiche und verantwortungsvolle Aufgaben Mitarbeit in einem netten, dynamischen Team bei angenehmer Arbeitsatmosphäre Entwicklungsmöglichkeiten Wenn Du glaubst das zu haben was es braucht, um eine unserer nächsten Verkäuferinnen auf Minijob Basis zu werden und innerhalb eines leidenschaftlichen Teams arbeiten möchtest, dann freuen wir uns bereits jetzt über Deine Onlinebewerbung! Kontaktinformationen Benötigen Sie noch mehr Informationen zu diesem traumhaften Stellenangebot? Dann treten Sie mit uns in Kontakt! Do you fit with Hunkemoller? Do the test! Ich bin ""passionate"" über meine Tätigkeit Lesen Sie mehr über die Erfahrungen Ihrer zukünftigen Kollegen. ""Be your most beautiful self"" Dimitri Broeren Managing Director Unsere Werte Unsere Mitarbeiter, unsere Werte und unsere Arbeitsweise definieren wer wir sind - sie bilden das Herzstück von allem, was wir tun. Fun Dies ist unsere Einstellung. Wir genießen was wir tun und das ist sichtbar. Inspiring Dies ist unsere Motivation. Wir sind kreativ und Querdenker. Passionate Dies ist unser Herzstück. Wir sind begeistert von Dessous und Weltklasse-Service. Sexy Dies ist unser Look. Wir sind selbstbewusst und zeigen, dass wir stolz auf unsere Marke sind. In Touch Dies ist unser Spirit. Wir hören zu, interagieren und beziehen andere mit ein, indem wir unser Bestes geben. Treffen Sie das Team Wir sind ein Ort für Menschen, die eine Leidenschaft für das Bedienen von Kunden und das Bieten eines Weltklasse-Service haben: Ein Ort für Menschen, um zu wachsen, zukünftige Stars zu sein und die sowohl die Chance zur Entwicklung von sich selbst als auch ihrer Teams wollen. Treffen Sie einige Teammitglieder in den folgenden Videos.","Junior"
