"jobtitle","link","summary","description","Seniority"
"Recruiter (w/m)","https://www.roberthalf.de/job/bremen/recruiter-wm/06780-0010811464-dede","Recruiter (w/m/d) gesucht - Für unseren Kunden, mit Sitz in Bremen, suchen wir ab sofort einen Mitarbeiter im Recruiting (w/m/d) in Vollzeit. Der Einstieg erfolgt im Rahmen der Arbeitnehmerüberlassung,...","<div class=""rh-job-page__job-info-text""><p><strong>Recruiter (w/m/d)</strong> <strong>gesucht</strong> - Für unseren Kunden, mit Sitz in Bremen, suchen wir ab sofort einen Mitarbeiter im Recruiting (w/m/d) in Vollzeit. Der Einstieg erfolgt im Rahmen der Arbeitnehmerüberlassung, dabei erhalten Sie einen unbefristeten Arbeitsvertrag von Robert Half. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  </p><br/><p><strong>Ihre Aufgaben als</strong><strong> Recruiter (w/m/d)</strong></p><br/><ul><br/><li>Ansprechpartner für Mitarbeiter zu sämtlichen Betreuungsthemen</li><br/><li>Kommunikation in Richtung Betriebsrat/Korrespondenz mit dem Betriebsrat</li><br/><li>Allgemeine Office-Tätigkeiten und Assistenzfunktion (u.a. Schriftverkehr, Organisation von Terminen)</li><br/><li>Unterstützung bei laufenden HR-Projekten</li><br/><li>Bearbeitungen von Stellenausschreibungen</li><br/><li>Organisation und Vorbereitung von Interviews</li><br/><li>Erster Ansprechpartner für Bewerber in allen Fragen des Bewerbungs- und Auswahlprozesses</li><br/></ul><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Abgeschlossene kaufmännische Ausbildung idealerweise mit einer Weiterbildung als Personalfachkauffrau/-mann oder eine vergleichbare Qualifikation</li><br/><li>Erste Berufserfahrung im Recruiting</li><br/><li>Erste Erfahrung mit den Bewerbermanagementsystemen</li><br/><li>Gute MS-Office-Kenntnisse</li><br/><li>Gute Englischkenntnisse in Wort und Schrift</li><br/><li>Selbstständige und strukturierte Arbeitsweise </li><br/></ul><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Recruiter (w/m/d) unter Angabe der <strong>Referenznummer</strong><strong> 06780-0010811464 </strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Frau Nadine Schmidkunz von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm9iZXJ0aGFsZi40NjQ5Ny4xMDcxN0ByaGlkZS5hcGxpdHJhay5jb20.gif""/></div>","Junior"
"Lohn- und Gehaltsbuchhalter (w/m/d)","https://www.roberthalf.de/job/oberhausen/lohn-und-gehaltsbuchhalter-wmd/60050-0010802903-dede","Lohn- und Gehaltsbuchhalter (w/m/d) gesucht - Für unseren Kunden, mit Sitz in Essen, suchen wir ab sofort einen  Lohn- und Gehaltsbuchhalter (w/m/d). Der Einstieg erfolgt im Rahmen der...","<div class=""rh-job-page__job-info-text""><p><strong>Lohn- und Gehaltsbuchhalter (w/m/d)</strong> <strong>gesucht</strong> - Für unseren Kunden, mit Sitz in Essen, suchen wir ab sofort einen  Lohn- und Gehaltsbuchhalter (w/m/d). Der Einstieg erfolgt im Rahmen der Arbeitnehmerüberlassung, dabei erhalten Sie einen unbefristeten Arbeitsvertrag von Robert Half. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  <br/> </p><br/><p><strong>Ihre Aufgaben als</strong><strong> Lohn- und Gehaltsbuchhalter (w/m/d)</strong></p><br/><ul><br/><li>Unterstützung bei der Durchführung der monatlichen Entgeltabrechnung</li><br/><li>Pflege der Zeiterfassung</li><br/><li>Melde- und Bescheinigungswesen</li><br/><li>Kontakt und Korrespondenz mit Sozialversicherungsträgern, Finanzämtern, Behörden, Steuerberatern sowie Rechtsanwälten</li><br/><li>Zeiterfassung</li><br/></ul><br/><p> </p><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Erfolgreich abgeschlossene kaufmännische Ausbildung</li><br/><li>Berufserfahrung in der Entgeltabrechnung von Vorteil</li><br/><li>Lodas Kenntnisse vorteilhaft</li><br/><li>Kommunikations- und Organisationsstärke sowie Teamfähigkeit</li><br/><li>Strukturierte, gewissenhafte und selbstständige Arbeitsweise<br> </br></li><br/></ul><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Lohn- und Gehaltsbuchhalter (w/m/d) unter Angabe der <strong>Referenznummer</strong> <strong>60050-0010802903</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Frau Atak von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm96YWsuMTk2ODUuMTA3MTdAcmhpZGUuYXBsaXRyYWsuY29t.gif""/></div>","Junior"
"IT Systemadministrator (w/m/d)","https://www.roberthalf.de/job/munchen/it-systemadministrator-wmd/06640-0010809494-dede","IT Systemadministrator (w/m/d) gesucht - Für unseren Kunden, ein innovatives und wachsendes Unternehmen mit Sitz im Münchener Raum, suchen wir ab sofort einen IT-Systemadministrator (w/m/d). Bei der Position handelt es...","<div class=""rh-job-page__job-info-text""><p><strong>IT Systemadministrator (w/m/d) gesucht</strong> - Für unseren Kunden, ein innovatives und wachsendes Unternehmen mit Sitz im Münchener Raum, suchen wir ab sofort einen IT-Systemadministrator (w/m/d). Bei der Position handelt es sich um eine direkte Festanstellung bei unserem Kunden. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  </p><br/><p><strong>Ihre Aufgaben als IT Systemadministrator (w/m/d)</strong></p><br/><ul><br/><li>Betreuung und Administration der Client- Server-, und Netzwerkinfrastruktur</li><br/><li>Aufnahme, Analyse und Behebung von Incidents</li><br/><li>Durchführung von IT-Projekten</li><br/><li>Gewährleistung des laufenden Betriebs sowie Evaluierung neuer Technologien</li><br/><li>Dokumentation</li><br/></ul><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Erfolgreich abgeschlossene Berufsausbildung der Informatik oder gleichwertige Qualifikation</li><br/><li>Fundiertes Wissen über Windows Server-, und Clientsysteme</li><br/><li>Sehr gutes und breit gefächertes Knowhow im Netzwerkbereich</li><br/><li>Idealerweise ITIL Kenntnisse</li><br/><li>Serviceorientiertes und verbindliches Auftreten</li><br/><li>Teamfähigkeit</li><br/><li>Sehr gute Deutsch- und gute Englischkenntnisse</li><br/></ul><br/><p><strong>Unser Kunde bietet</strong></p><br/><ul><br/><li>Einen unbefristeten Arbeitsvertrag</li><br/><li>Attraktives Gehalt</li><br/><li>Weiterbildungsmöglichkeiten</li><br/><li>Firmenevents und vieles mehr </li><br/></ul><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als IT Systemadministrator (w/m/d) unter Angabe der <strong>Referenznummer</strong><strong> 06640-0010809494</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Herr Talhah Ahmad von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm96YWsuOTEyNjMuMTA3MTdAcmhpZGUuYXBsaXRyYWsuY29t.gif""/></div>","Medior"
"Lohn- und Gehaltsbuchhalter (w/m/d)","https://www.roberthalf.de/job/recklinghausen/lohn-und-gehaltsbuchhalter-wmd/60050-0010811395-dede","Lohn- und Gehaltsbuchhalter (w/m/d) gesucht - Für unseren Kunden, mit Sitz in Essen, suchen wir ab sofort einen Lohn- und Gehaltsbuchhalter (w/m/d) am Standort Castrop Rauxel. Der Einstieg erfolgt im...","<div class=""rh-job-page__job-info-text""><p><strong>Lohn- und Gehaltsbuchhalter (w/m/d)</strong> <strong>gesucht</strong> - Für unseren Kunden, mit Sitz in Essen, suchen wir ab sofort einen Lohn- und Gehaltsbuchhalter (w/m/d) am Standort Castrop Rauxel. Der Einstieg erfolgt im Rahmen der Arbeitnehmerüberlassung, dabei erhalten Sie einen unbefristeten Arbeitsvertrag von Robert Half. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  <br/> </p><br/><p><strong>Ihre Aufgaben als</strong><strong> Lohn- und Gehaltsbuchhalter (w/m/d)</strong></p><br/><ul><br/><li>Unterstützung bei der Durchführung der monatlichen Entgeltabrechnung SAP HR</li><br/><li>Pflege der Zeiterfassung</li><br/><li>Melde- und Bescheinigungswesen</li><br/><li>Erstellung von BANFEN, Wareneingangsbuchungen sowie Rechnungsprüfung</li><br/><li>Allgemeine, administrative Unterstützung sowie administrative Unterstützung bei der Bearbeitung von Schulungen</li><br/><li>Unterstützung bei der Aktenpflege</li><br/><li>Mitarbeit in verschiedenen Projekten<br> </br></li><br/></ul><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Erfolgreich abgeschlossene kaufmännische Ausbildung</li><br/><li>Berufserfahrung in der Entgeltabrechnung von Vorteil</li><br/><li>Erfahrung in der Anwendung der Chemietarifverträge vorteilhaft</li><br/><li>SAP Kenntnisse im Modul MM vorteilhaft</li><br/><li>Kommunikations- und Organisationsstärke sowie Teamfähigkeit</li><br/><li>Strukturierte, gewissenhafte und selbstständige Arbeitsweise<br> </br></li><br/></ul><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Lohn- und Gehaltsbuchhalter (w/m/d) unter Angabe der <strong>Referenznummer</strong> <strong>60050-0010811395</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Frau Atak von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm96YWsuMDY4NTEuMTA3MTdAcmhpZGUuYXBsaXRyYWsuY29t.gif""/></div>","Medior"
"Absolvent als Frontend Developer (w/m/d)","https://www.roberthalf.de/job/munchen/absolvent-als-frontend-developer-wmd/06641-0010813703-dede","Absolvent als Frontend Developer (w/m/d) gesucht - Für unseren Kunden, ein international agierendes Textilunternehmen mit Sitz im Großraum München, suchen wir ab sofort einen Absolventen als Frontend...","<div class=""rh-job-page__job-info-text""><p><strong>Absolvent als Frontend Developer (w/m/d) </strong><strong>gesucht</strong> - Für unseren Kunden, ein international agierendes Textilunternehmen mit Sitz im Großraum München, suchen wir ab sofort einen Absolventen als Frontend Developer (w/m/d). Das Unternehmen beschäftigt weltweit mehrere hundert Mitarbeiter und bietet hervorragende Aufstiegschancen. Bei der Position handelt es sich um eine direkte Festanstellung bei unserem Kunden. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  <br/> </p><br/><p><strong>Ihre Aufgaben als Absolvent als Frontend Developer (w/m/d)</strong></p><br/><ul><br/><li>Optimierung bestehender und Entwicklung neuer webbasierter interner Anwendungen</li><br/><li>Enge Mitarbeit mit der Backendabteilung des Unternehmens</li><br/><li>Eigenverantwortliche Fertigung von Application-Interfaces über neue Standards</li><br/><li>Unterstützung bei der technischen Umsetzung der Frontend-Anwendungen sowie Qualitätssicherung dieser Anwendungen</li><br/></ul><br/><p> </p><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Abgeschlossenes Studium in Informatik oder einer vergleichbaren Studienrichtung</li><br/><li>Hohe IT-Affinität</li><br/><li>Praktische Erfahrung in CSS und HTML 5</li><br/><li>Datenbankkenntnisse und Kenntnisse in MySQL und PHP</li><br/><li>Verhandlungssichere Deutsch- und Englischkenntnisse<br> </br></li><br/></ul><br/><p><strong>Unser Kunde bietet</strong></p><br/><ul><br/><li>Einen unbefristeten Arbeitsvertrag</li><br/><li>Die Möglichkeit aus dem Home-Office zu arbeiten</li><br/></ul><br/><p> </p><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Absolvent als Frontend Developer (w/m/d) unter Angabe der <strong>Referenznummer</strong><strong> 06641-0010813703</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Herr Max Eineichner von Robert Half gerne zur Verfügung.  </p><img src=""https://counter.adcourier.com/cm9iZXJ0aGFsZi45MzA1NS4xMDcxN0ByaGlkZS5hcGxpdHJhay5jb20.gif""/></div>","Junior"
"Controller (w/m/d)","https://www.roberthalf.de/job/gelsenkirchen/controller-wmd/60050-0010810235-dede ","Controller (w/m/d) gesucht - Für unseren Kunden, ein Unternehmen mit Sitz in Essen, suchen wir ab sofort einen Controller (w/m/d). Der Einstieg erfolgt im Rahmen der Arbeitnehmerüberlassung, dabei...","<div class=""rh-job-page__job-info-text""><p><strong>Controller (w/m/d)</strong> <strong>gesucht</strong> - Für unseren Kunden, ein Unternehmen mit Sitz in Essen, suchen wir ab sofort einen Controller (w/m/d). Der Einstieg erfolgt im Rahmen der Arbeitnehmerüberlassung, dabei erhalten Sie einen unbefristeten Arbeitsvertrag von Robert Half. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  <br/> </p><br/><p><strong>Ihre Aufgaben als</strong><strong> Controller (w/m/d)</strong></p><br/><ul><br/><li>Tägliche Analyse und Reportings</li><br/><li>Monatliches Reporting, Forecasts und Ergebnisanalysen</li><br/><li>Erstellung von Statistiken</li><br/><li>Mitarbeit am Jahresabschluss</li><br/><li>Erstellung Ad-hoc Analysen und Durchführung von Soll/Ist-Analysen</li><br/></ul><br/><p> </p><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Fachliche Kenntnisse im Bereich des Controllings</li><br/><li>Leistungsbereitschaft  &amp; Anpassungsfähigkeit</li><br/><li>Excel - Kenntnisse wünschenswert</li><br/></ul><br/><p> </p><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Controller (w/m/d) unter Angabe der <strong>Referenznummer</strong> <strong>60050-0010810235 </strong>- Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Frau Atak von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm96YWsuNTkzODYuMTA3MTdAcmhpZGUuYXBsaXRyYWsuY29t.gif""/></div>","Senior"
"Teamassistenz (w/m/d)","https://www.roberthalf.de/job/munchen/teamassistenz-wmd/06640-0010813532-dede ","Teamassistenz (w/m/d) gesucht - Für unseren Kunden, ein renommiertes Unternehmen mit Sitz im Herzen Münchens, suchen wir ab sofort eine Teamassistenz (w/m/d). Mit über 20 Jahren Branchenerfahrung kann...","<div class=""rh-job-page__job-info-text""><p><strong>Teamassistenz (w/m/d)</strong> <strong>gesucht</strong> - Für unseren Kunden, ein renommiertes Unternehmen mit Sitz im Herzen Münchens, suchen wir ab sofort eine Teamassistenz (w/m/d). Mit über 20 Jahren Branchenerfahrung kann das Unternehmen eine umfangreiche Expertise aufweisen, wenn es um Pharmaprodukte geht. Der Einstieg erfolgt im Rahmen der Arbeitnehmerüberlassung, dabei erhalten Sie einen unbefristeten Arbeitsvertrag von Robert Half. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.<br/> </p><br/><p><strong>Ihre Aufgaben als</strong><strong> Teamassistenz (w/m/d)</strong></p><br/><ul><br/><li>Allgemeine administrative Aufgaben</li><br/><li>Terminkoordination und Kalendermanagement</li><br/><li>Office Management</li><br/><li>Administrative Unterstützung der Geschäftsleitung</li><br/><li>Telefonische und schriftliche Korrespondenz mit Kunden</li><br/><li>Unterstützung bei Geschäftsterminen und internen Veranstaltungen</li><br/><li>Erstellung und Aufbereitung von Dokumenten</li><br/></ul><br/><p> </p><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Erfolgreich abgeschlossene kaufmännische Ausbildung, oder vergleichbare Erfahrung</li><br/><li>Erste Berufserfahrung im Assistenzbereich erwünscht</li><br/><li>Teamfähigkeit und Belastbarkeit</li><br/><li>Sicheres und freundliches Auftreten</li><br/><li>Schnelle Auffassungsgabe, Lernbereitschaft</li><br/><li>Service- und kundenorientierte Arbeitsweise</li><br/><li>Selbstständige und verantwortungsvolle Arbeitsweise</li><br/><li>Sicherer Umgang mit MS-Office-Programmen, Umgang mit Sage erwünscht</li><br/><li>Fließende Deutschkenntnisse in Wort und Schrift erforderlich, fließende Englischkenntnisse erwünscht</li><br/></ul><br/><p> </p><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als<strong> Teamassistenz (w/m/d)</strong> unter Angabe der <strong>Referenznummer</strong> <strong>06640-0010813532</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Frau Anna Ilinseer von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm96YWsuMjI4NzAuMTA3MTdAcmhpZGUuYXBsaXRyYWsuY29t.gif""/></div>","Junior"
"Application Supporter (w/m)","https://www.roberthalf.de/job/munchen/application-supporter-wm/06640-0010809500-dede ","Application Supporter (w/m) gesucht - Für unseren Kunden, ein hochattraktives und renommiertes Unternehmen mit Sitz im Münchener Raum, suchen wir ab sofort einen Application Supporter (w/m). Bei der Position handelt es...","<div class=""rh-job-page__job-info-text""><p><strong>Application Supporter (w/m) gesucht</strong> - Für unseren Kunden, ein hochattraktives und renommiertes Unternehmen mit Sitz im Münchener Raum, suchen wir ab sofort einen Application Supporter (w/m). Bei der Position handelt es sich um eine direkte Festanstellung bei unserem Kunden. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  </p><br/><p><strong>Ihre Aufgaben als Application Supporter (w/m)</strong></p><br/><ul><br/><li>Supportanfragen überprüfen und Troubleshooting durchführen</li><br/><li>Eskalation von Supportanfragen</li><br/><li>Administration und Betrieb von individuellen und Standard Applikationslösungen</li><br/><li>Benutzerrechteverwaltung</li><br/><li>Mitarbeit durch Vorschläge bei der Umsetzung von Konzeptionen in der Modulentwicklung</li><br/><li>Mitarbeit und Durchführung bei IT-Projekten</li><br/></ul><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Abgeschlossene Ausbildung als Fachinformatiker oder eine vergleichbare Qualifikation</li><br/><li>Mehrjährige Berufserfahrung im Bereich Application Management oder Application Support</li><br/><li>Erfahrung im Bereich CRM-und ERP- Systeme und/oder im Bereich relationale Datenbanken (MS SQL, MySQL o.ä.)</li><br/><li>CRM- und ERP-Systeme</li><br/><li>Grundkenntnisse in einer Programmiersprache</li><br/><li>Idealerweise ITIL Kenntnisse</li><br/><li>Sehr gute Deutsch- und Englischkenntnisse</li><br/></ul><br/><p><strong>Unser Kunde bietet</strong></p><br/><ul><br/><li>Einen unbefristeten Arbeitsvertrag</li><br/><li>Attraktives Gehalt</li><br/><li>Moderner Arbeitsplatz</li><br/><li>Betriebliche Altersvorsorge und vieles mehr</li><br/></ul><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Application Supporter (w/m) unter Angabe der <strong>Referenznummer</strong><strong> 06640-0010809500 </strong>- Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Herr Talhah Ahmad von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm96YWsuOTEyNjIuMTA3MTdAcmhpZGUuYXBsaXRyYWsuY29t.gif""/></div>","Medior"
"Werkstudent als Identity & Access Management (w/m/d)","https://www.roberthalf.de/job/frankfurt-am-main/werkstudent-als-identity-access-management-wmd/06641-0010809496-dede ","Werkstudent als Identity & Access Management (w/m/d) gesucht - Für unseren Kunden, mit Sitz im Großraum Frankfurt, suchen wir ab sofort einen Werkstudenten als Identity & Access Management (w/m/d...","<div class=""rh-job-page__job-info-text""><p><strong>Werkstudent als Identity &amp; Access Management (w/m/d)</strong> <strong>gesucht</strong> - Für unseren Kunden, mit Sitz im Großraum Frankfurt, suchen wir ab sofort einen Werkstudenten als Identity &amp; Access Management (w/m/d). Der Einstieg erfolgt im Rahmen der Arbeitnehmerüberlassung, dabei erhalten Sie einen unbefristeten Arbeitsvertrag von Robert Half. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  <br/> </p><br/><p><strong>Ihre Aufgaben als</strong><strong> Werkstudent als Identity &amp; Access Management (w/m/d)</strong></p><br/><ul><br/><li>Manuelle Kontrolle und Nachbearbeitung von regulatorischen Prozessen</li><br/><li>Nachbearbeitung aus dem Support des produktiven IAM- Systems</li><br/><li>Fortschrittskontrolle und Statusabfrage von Zulieferleistungen an das Projekt</li><br/><li>Erstellung einer wöchentlichen standardisierten Zusammenfassung des Fortschritts und Status<br> </br></li><br/></ul><br/><p> </p><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Studium in Wirtschaftsinformatik oder BWL</li><br/><li>Projekterfahrung in Software-/IT- Projekten von Vorteil</li><br/><li>Erfahrung in Support- Tätigkeiten (1st Level)</li><br/><li>IT- Kenntnisse und Verständnis technischer und organisatorischer Zusammenhänge</li><br/><li>Begeisterungsfähigkeit, Neugier und schnelle Auffassungsgabe<br> </br></li><br/></ul><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Werkstudent als Identity &amp; Access Management (w/m/d) unter Angabe der <strong>Referenznummer</strong> <strong>06641-0010809496</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Frau Saniye Varisli von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm9iZXJ0aGFsZi42NTk3Ni4xMDcxN0ByaGlkZS5hcGxpdHJhay5jb20.gif""/></div>","Junior"
"Sachbearbeiter Vertriebsinnendienst (w/m/d)","https://www.roberthalf.de/job/stuttgart/sachbearbeiter-vertriebsinnendienst-wmd/06790-0010813601-dede ","Sachbearbeiter Vertriebsinnendienst (w/m/d) gesucht - Für unseren Kunden, ein mittelständisches Unternehmen, suchen wir ab sofort einen Sachbearbeiter (w/m) für den Vertrieb. Zu Ihren verantwortungsvollen Aufgaben zählen...","<div class=""rh-job-page__job-info-text""><p><strong>Sachbearbeiter Vertriebsinnendienst (w/m/d) gesucht</strong> - Für unseren Kunden, ein mittelständisches Unternehmen, suchen wir ab sofort einen Sachbearbeiter (w/m) für den Vertrieb. Zu Ihren verantwortungsvollen Aufgaben zählen die Kundenbetreuung und die Auftragsabwicklung. Der Einstieg erfolgt im Rahmen der Arbeitnehmerüberlassung, dabei erhalten Sie einen unbefristeten Arbeitsvertrag von Robert Half. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.</p><br/><p><strong>Ihre Aufgaben</strong><strong> als</strong> <strong>Sachbearbeiter Vertriebsinnendienst (w/m/d)</strong></p><br/><ul><br/><li>Betreuung und Beratung der Kunden</li><br/><li>Enge Zusammenarbeit mit den Kollegen aus dem Außendienst</li><br/><li>Auftragsabwicklung und Angebotserstellung</li><br/><li>Bearbeitung und Weiterleitung der eingehenden Reklamationen</li><br/><li>Stammdatenpflege im ERP System</li><br/></ul><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Abgeschlossene kaufmännische Berufsausbildung</li><br/><li>Berufserfahrung im Innendienst, Customer Service oder ähnlicher Position erwünscht</li><br/><li>MS Word, MS Excel, Outlook und ERP-Kenntnisse</li><br/><li>Spaß am Umgang mit Kunden und an der Arbeit in einem großen Team</li><br/><li>Dienstleistungsorientierte und zuverlässige Arbeitsweise</li><br/></ul><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Sachbearbeiter Vertriebsinnendienst (w/m/d) unter Angabe der <strong>Referenznummer</strong> 06790-0010813601- Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Frau Anne-Cathrin Müller von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm96YWsuNzQ0MjYuMTA3MTdAcmhpZGUuYXBsaXRyYWsuY29t.gif""/></div>","Junior"
"Kreditorenbuchhalter (w/m/d)","https://www.roberthalf.de/job/berlin/kreditorenbuchhalter-wmd/06910-0010813623-dede ","Kreditorenbuchhalter (w/m/d) gesucht - Für unseren Kunden, einem erfolgreichen Start-Up in Berlin Mitte, suchen wir ab sofort einen Kreditorenbuchhalter (w/m/d) in Vollzeit. Es erwartet Sie ein...","<div class=""rh-job-page__job-info-text""><p><strong>Kreditorenbuchhalter (w/m/d)</strong> <strong>gesucht</strong> - Für unseren Kunden, einem erfolgreichen Start-Up in Berlin Mitte, suchen wir ab sofort einen Kreditorenbuchhalter (w/m/d) in Vollzeit. Es erwartet Sie ein motivierendes und dynamisches Arbeitsumfeld mit flexiblen Arbeitszeiten. Der Einstieg erfolgt im Rahmen der Arbeitnehmerüberlassung, dabei erhalten Sie einen unbefristeten Arbeitsvertrag von Robert Half. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  <br/> </p><br/><p><strong>Ihre Aufgaben als</strong><strong> Kreditorenbuchhalter (w/m/d)</strong></p><br/><ul><br/><li>Buchung laufender Geschäftsvorfälle</li><br/><li>Prüfung, Kontierung und Buchung von Eingangsrechnungen</li><br/><li>Kontenklärung und -abstimmung</li><br/><li>Stammdatenpflege<br> </br></li><br/></ul><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Freude am teamorientierten Arbeiten</li><br/><li>Berufserfahrung in der Buchhaltung</li><br/><li>Gute Deutsch- und Englischkenntnisse</li><br/><li>Gute Steuerkenntnisse</li><br/><li>Gute Kenntnisse in einem Finanzbuchhaltungsprogramm</li><br/></ul><br/><p> </p><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Kreditorenbuchhalter (w/m/d) unter Angabe der <strong>Referenznummer</strong><strong> 06910-0010813623</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Frau Michaela Grotta von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm96YWsuODM5MDcuMTA3MTdAcmhpZGUuYXBsaXRyYWsuY29t.gif""/></div>","Medior"
